5.710253044160749525e+00,4.503083128647347166e+00,1.330449583175545181e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330449583175545181e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330448841399622273e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330449564503199955e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330449534724384986e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330449624148779542e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330449498993767854e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330449498993767854e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330448212485523696e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330449521730794782e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330449674998966048e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330449746335250483e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330448072521508207e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330449686752856575e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330448768531192538e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330449641383115722e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330449744636182485e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330449606947686103e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330449598356809204e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330449598356809204e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330449239604014844e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330449769483782019e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330449782988200047e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330449880362210013e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330448109927267364e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330449766302447934e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330448599143282618e+00
5.710253044160749525e+00,4.503083128647347166e+00,1.330449635713301548e+00
